time_unit,real_y,synth_y,diff
25,11.663,12.066614304011294,-0.4036143040112936
26,11.791,11.60243024299901,0.188569757000991
27,11.764,11.499443137031946,0.26455686296805325
28,11.915,11.570554680477075,0.344445319522924
29,11.852,11.45319283308826,0.398807166911741
30,11.898,11.173606302917449,0.7243936970825509
31,11.988,11.82028967241795,0.16771032758204996
32,12.062,11.922240022263232,0.13975997773676774
33,12.342,11.98763589727529,0.35436410272471086
34,12.572,12.208354504334418,0.36364549566558146
35,12.604,12.319539544998412,0.2844604550015877
36,12.93,12.734134001157372,0.19586599884262768
37,13.348,13.167671378365013,0.1803286216349882
38,13.906,13.619158660150315,0.2868413398496852
39,14.474,14.332403263648981,0.1415967363510191
40,15.131,15.084518445979791,0.04648155402020926
41,15.749,15.675524107593285,0.07347589240671581
42,16.288,16.21689533792457,0.07110466207543098
43,17.1,16.952368322792577,0.14763167720742487
44,18.236,18.19699563518648,0.039004364813521875
45,19.565,19.418246639997633,0.14675336000236783
46,20.876,20.899293519540674,-0.02329351954067249
47,22.494,22.49026452362671,0.00373547637328997
48,23.708,23.90022300639334,-0.19222300639334122
49,24.641,24.859437923765135,-0.21843792376513704
50,26.199,26.432471281899733,-0.23347128189973176
51,28.19,27.41461254214608,0.7753874578539204
52,30.436,28.709165245093846,1.7268347549061538
53,31.343,29.554828912048844,1.7881710879511559
54,31.012,30.11599433472123,0.8960056652787713
55,33.209,30.530822935833005,2.6781770641669986
56,35.907,30.98608906140925,4.9209109385907475
57,40.34,31.217020924533458,9.122979075466546
58,45.643,32.423219998801294,13.219780001198707
59,51.709,33.34343693010681,18.36556306989319
60,59.186,34.32710712664939,24.858892873350612
61,69.191,34.91930762424325,34.27169237575675
62,75.094,35.32343546818124,39.770564531818756
63,79.366,35.3274636170898,44.0385363829102
64,84.388,35.74620222388265,48.64179777611736
65,89.696,36.68944679610085,53.006553203899145
66,94.87,37.639346570919024,57.23065342908098
67,100.509,38.38773667067006,62.12126332932994
68,104.362,39.45086136919198,64.91113863080801
69,109.21,40.32890860680425,68.88109139319575
70,113.403,41.45864673751771,71.9443532624823
71,111.853,42.54848319298121,69.30451680701879
72,113.798,44.18426424236523,69.61373575763477
73,118.01,45.932645656378924,72.07735434362108
74,123.324,47.98984536291372,75.33415463708627
